,cohens_d
1001,-0.773444581165846
1002,0.6057624562908867
1003,-1.5320515607077205
1004,-1.3109101662038414
1005,-1.9631636852344871
1006,-1.9989388156088876
1007,-1.3873625559865481
1008,-1.1748014142632757
1009,-1.1746041369498208
1010,-1.1583707557755327
1011,-1.573386812284618
1012,-1.6733468880039397
1013,-0.3644364203638135
1014,-1.6960112760200456
1015,0.46998607867463355
1016,-1.4129320115945496
1017,-1.4405179508490733
1018,-1.1518380828812587
1019,-1.422798841731588
1020,-2.1494682884792975
1021,-1.3949868432793222
1022,-1.0291926334722252
1023,-1.2113697262622272
1024,-1.6900793740903954
1025,-1.3376454027725655
1026,-1.2778477328523778
1027,-1.4860735982747217
1028,-0.6583592735459827
1029,-1.8402202509060146
1030,-1.2276422334384045
1031,-1.5233957147833876
1032,-1.3275653268435288
1033,-1.1315363969281325
1034,-1.4715456806537663
1035,-1.52670139965325
1036,-1.2189446097268886
1037,-1.4338515830636427
1038,-1.275794442682521
1039,-1.9701453449874409
1040,-1.6999138953943596
1041,-1.836282832826078
1042,-1.3473779413589146
1043,-1.8066847009604985
1044,-1.9816425936411803
1045,-1.4650620030004535
1046,-0.9239380135196674
1047,-1.0790658694670603
1048,-1.4305246509123404
1049,-1.2002920690863088
1050,-0.995970550926762
1051,-1.2509472056276676
1052,-1.6941987989756213
1053,-1.3155078885455502
1054,-1.4242158810524177
1055,-1.3057458124999333
1056,-2.6756865375129393
1057,-1.2266744430145866
1058,-1.9105061987055973
1059,-0.9520778684381737
1060,-1.265966439885914
1061,-1.5555090887086775
1062,0.2545894472474302
1063,-1.5978661428578147
1064,-1.5906621187031964
1065,-1.7754877004664402
1066,0.7474597597727494
1067,-1.0848952163756649
1068,-1.8150156461014813
1069,-1.2781863538979545
1070,-0.8984245139192603
1071,-1.6206589391699207
1072,-2.0102599406790245
1073,-0.9348913581723276
1074,-1.6259481105610663
1075,-1.5397469799795915
1076,-1.4748064711879987
1077,-1.8052868664517818
1078,-1.0834312061148643
1079,-1.5910988142212568
1080,-0.5596892027041659
1081,-1.4920213676431864
1082,-0.6829887440935176
1083,-1.2664479744395014
1084,-1.4645910531284276
1085,-1.659127469918816
1086,-1.5306903458123597
1087,0.22712545342611332
1088,-1.904957906442402
1089,-1.2342811208622178
1090,-1.2883129386478003
1091,-1.1566034214513738
1092,-1.59208008537783
1093,-1.6988162870301884
1094,-1.7727293767972743
1095,-1.252129529071447
1096,-1.5753984389289768
1097,-1.9664533605489207
1098,-1.729549262103018
1099,-1.1546239805568468
1100,-0.8243670331647658
1101,-1.225661940640093
1102,-1.6412854902578535
1103,-1.266670500384752
1104,-1.9921088843716992
1105,-1.4151092437993669
1106,-1.2796335107506465
1107,-1.3691992902404544
1108,-1.1180071721961324
1109,-1.3077138816539886
1110,-1.5334974435998214
1111,-1.6020801965195652
1112,-1.2256963951586697
1113,0.0541342551647299
1114,-1.626708948846961
1115,-1.6802773449282382
1116,-1.4660586257358768
1117,-1.2441729849881098
1118,-1.56137009100176
1119,-1.5849202788957564
1120,-1.6148969162002402
1121,-1.9816388854564952
1122,-1.6876659210966787
1123,-0.9243425390746349
1124,0.7142487440535111
1125,-1.3879425009461077
1126,-1.4997153963524683
1127,-1.8206081182798273
1128,-1.6851584842456768
1129,0.5702489212942004
1130,-1.212100638490143
1131,-1.5897911217810505
1132,-1.8316479243833048
1133,-0.9536218548103795
1134,-2.019062026743787
1135,-0.18956971256294616
1136,-1.1231579378002752
1137,-1.1884836233083962
1138,-1.6434300885558213
1139,-1.5074211093431082
1140,-0.7675650948723974
1141,-1.4410148133094092
1142,-1.4030023245356615
1143,-1.333338910167467
1144,-1.4739876011560598
1145,-1.2810875543201365
1146,-1.4836256651217556
1147,0.348974069584873
1148,-1.8086336929568558
1149,-1.7921473617672194
1150,-1.0515717470218826
1151,0.12440929252153253
1152,-1.4739666061824748
1153,-1.2758746758204151
1154,-1.0121941053150192
1155,-1.4345556303823064
1156,-1.8119912302533068
1157,-1.268309786018875
1158,-1.4108829607862245
1159,-1.3378644776056206
1160,0.5348614337809383
1161,-1.2211846778471376
1162,-0.8604142094195172
1163,-1.307208918431946
1164,-1.3741357179631906
1165,-0.5258104658296378
1166,-0.41752482395247764
1167,-1.800073290810957
1168,-1.318514846524429
1169,-1.7311391499651512
1170,-1.8500134135910318
1171,-1.171781031123918
1172,-1.0379644124477918
1173,-1.472790000034966
