neuron,cohens_d
188,-0.8462933
189,-1.0584131
190,-1.7439339
191,-0.40541717
192,-1.8148661
193,-1.8642498
194,-0.68640155
195,-1.6760204
196,-1.0422255
197,-1.66828
198,-0.6247789
199,-0.74395275
200,-1.6443799
201,-1.4636608
202,-1.9729543
203,-2.0082102
204,-1.6596776
205,-1.4420102
206,0.028274706
207,-1.396809
208,0.23956017
209,-2.342496
210,0.5175435
211,-2.0905135
212,-0.6453284
213,-2.2660155
214,-1.6822414
215,-1.8863978
216,-1.9961311
217,-2.1588428
218,-1.4013568
219,-0.8680442
220,-1.7164961
221,0.015548607
222,-1.4253948
223,-1.8443561
224,-2.3154666
225,-0.61067575
226,-2.2556572
227,-0.82997537
228,-1.4706844
229,-0.25885776
230,-0.1984409
231,-0.519756
232,-1.6565857
233,-0.65513915
234,-1.8837404
235,-1.2295215
236,-1.5334786
237,-0.21093906
238,-1.6543845
239,-0.3274467
240,-2.0683913
241,-1.0102848
242,-0.7384746
243,-0.9157876
244,-0.82328624
245,-1.9287273
246,-0.4347468
247,-2.2102365
248,0.44292957
249,-2.3365114
250,-2.0205495
251,-1.0798451
252,-1.1054406
253,-1.4364989
254,0.08185601
255,-0.28811458
256,-1.2729483
257,-2.0525064
258,-0.46178925
259,-0.9716887
260,0.41380003
261,-2.1002111
262,-1.4700803
263,-1.8170047
264,-1.5231955
265,-0.53141344
266,0.42952368
267,-1.4292105
268,-0.44849503
269,-0.070532285
270,-2.3090088
271,-1.9908562
272,-0.7255281
273,-1.2874395
274,-0.55606407
275,-1.2335259
276,-1.2340631
277,-2.2065954
278,-2.3527064
279,-1.1510415
280,-0.85932654
281,-0.23731883
282,-0.593471
283,-0.024721486
284,-2.0426037
285,-1.6658474
286,0.735972
287,-0.7858053
288,-2.0275908
289,-0.30027923
290,-0.28328502
291,-1.6372868
292,-2.1417744
293,-1.2619743
294,-1.9439999
295,-0.14435905
296,-0.57289946
297,-1.8282337
298,-1.9211844
299,-2.2896008
300,-0.8259856
301,-2.0297658
302,-1.3669975
303,-1.935345
304,-1.5011705
305,-0.5734264
306,-1.6239457
307,-2.340063
308,-1.7677534
309,-1.2017719
310,-1.6488903
311,-0.7816631
312,0.0188033
313,-1.899488
314,-1.7020297
315,-1.3290275
316,-0.0029146457
317,-0.78447914
318,-1.9170607
319,-1.5079035
320,-0.24718525
321,-1.8576696
322,0.13997395
323,-2.0263386
324,-0.09505165
325,-2.0192678
326,-2.1946273
327,-0.15147445
328,-0.5340905
329,-1.1158451
330,-2.0345063
331,-1.3640063
332,-1.155408
333,-1.9672322
334,0.7292649
335,-1.3763996
336,-1.633119
337,-2.1231263
338,-1.9390582
339,-0.83143944
340,-1.078971
341,0.45501712
342,-1.3547813
343,-0.6780665
344,-2.016312
345,-0.41639966
346,-1.0573207
347,-2.0258613
348,-2.0274928
349,-0.7139016
350,-1.3777467
351,-0.7745236
352,-2.1058307
353,-0.87603307
354,-0.74541765
355,-1.9229051
356,-0.8459428
357,-0.44872037
358,-1.9611546
359,-2.1412048
360,-2.1488972
361,-0.117679685
362,-1.673231
363,-0.52556497
364,-0.74419
365,-2.0064259
366,-0.41725048
367,-2.062362
368,-2.2014272
